form_id,lexeme,cell,source_form,orth_form,analysed_orth_form,phon_form,analysed_phon_form,variants_tag,analysis_tag,source,page,language_id
komnungthangtampak141,mu,2.pl.3.pl.fut.neg,mu-ang-mak-ai-chui,Σ-ang-mak-ai-chui,Σ+ang+mak+ai+chui,Σ a ŋ m a k ai tʃ ui,Σ + a ŋ + m a k + ai + tʃ ui,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak142,mu,2.pl.3.pl.fut.neg,mung-mak-ai-chei,Σng-mak-ai-chei,Σ+ng+mak+ai+chei,Σ ŋ m a k ai tʃ ei,Σ + ŋ + m a k + ai + tʃ ei,dialect_var,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak143,se,3.sg.fut.neg,seng-mak,Σng-mak,Σ+ng+mak,Σ ŋ m a k,Σ + ŋ + m a k,unspecified,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak144,se,3.pl.fut.neg,se-ang-mak-ai,Σ-ang-mak-ai,Σ+ang+mak+ai,Σ a ŋ m a k ai,Σ + a ŋ + m a k + ai,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak145,mu,3.sg.1.sg.fut.neg,na-mu-ang-mak,na-Σ-ang-mak,na+Σ+ang+mak,n a Σ a ŋ m a k,n a + Σ + a ŋ + m a k,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak146,mu,3.sg.1.sg.fut.neg,na-mung-mak,na-Σng-mak,na+Σ+ng+mak,n a Σ ŋ m a k,n a + Σ + ŋ + m a k,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak147,mu,3.sg.1.pl.excl.fut.neg,na-mu-ang-mak,na-Σ-ang-mak,na+Σ+ang+mak,n a Σ a ŋ m a k,n a + Σ + a ŋ + m a k,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak148,mu,3.sg.1.pl.excl.fut.neg,na-mung-mak,na-Σng-mak,na+Σ+ng+mak,n a Σ ŋ m a k,n a + Σ + ŋ + m a k,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak149,mu,3.sg.1.pl.incl.fut.neg,na-mu-ang-mak,na-Σ-ang-mak,na+Σ+ang+mak,n a Σ a ŋ m a k,n a + Σ + a ŋ + m a k,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak150,mu,3.sg.1.pl.incl.fut.neg,na-mung-mak,na-Σng-mak,na+Σ+ng+mak,n a Σ ŋ m a k,n a + Σ + ŋ + m a k,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak151,mu,3.pl.1.sg.fut.neg,na-mung-mak-ai,na-Σng-mak-ai,na+Σ+ng+mak+ai,n a Σ ŋ m a k ai,n a + Σ + ŋ + m a k + ai,unspecified,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak152,mu,3.pl.1.pl.excl.fut.neg,na-mu-ang-mak-ai,na-Σ-ang-mak-ai,na+Σ+ang+mak+ai,n a Σ a ŋ m a k ai,n a + Σ + a ŋ + m a k + ai,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak153,mu,3.pl.1.pl.excl.fut.neg,na-mu-mak-ang-ai,na-Σ-mak-ang-ai,na+Σ+mak+ang+ai,n a Σ m a k a ŋ ai,n a + Σ + m a k + a ŋ + ai,sociolect_var,variable_order,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak154,mu,3.pl.1.pl.incl.fut.neg,na-mu-ang-mak-ai,na-Σ-ang-mak-ai,na+Σ+ang+mak+ai,n a Σ a ŋ m a k ai,n a + Σ + a ŋ + m a k + ai,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak155,mu,3.pl.1.pl.incl.fut.neg,na-mung-mak-ai,na-Σng-mak-ai,na+Σ+ng+mak+ai,n a Σ ŋ m a k ai,n a + Σ + ŋ + m a k + ai,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak156,mu,3.sg.2.sg.fut.neg,na-mu-ang-mak,na-Σ-ang-mak,na+Σ+ang+mak,n a Σ a ŋ m a k,n a + Σ + a ŋ + m a k,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak157,mu,3.sg.2.sg.fut.neg,na-mung-mak,na-Σng-mak,na+Σ+ng+mak,n a Σ ŋ m a k,n a + Σ + ŋ + m a k,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak158,mu,3.sg.2.pl.fut.neg,na-mu-ang-mak-chui,na-Σ-ang-mak-chui,na+Σ+ang+mak+chui,n a Σ a ŋ m a k tʃ ui,n a + Σ + a ŋ + m a k + tʃ ui,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak159,mu,3.sg.2.pl.fut.neg,mung-mai-ai-chei,Σng-mai-ai-chei,Σ+ng+mai+ai+che,Σ ŋ m ai ai tʃ e,Σ + ŋ + m ai + ai + tʃ e,dialect_var,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak160,mu,3.pl.2.sg.fut.neg,na-mu-ang-mak-ai,na-Σ-ang-mak-ai,na+Σ+ang+mak+ai,n a Σ a ŋ m a k ai,n a + Σ + a ŋ + m a k + ai,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak161,mu,3.pl.2.sg.fut.neg,na-mu-mak-ang-ai,na-Σ-mak-ang-ai,na+Σ+mak+ang+ai,n a Σ m a k a ŋ ai,n a + Σ + m a k + a ŋ + ai,sociolect_var,variable_order,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak162,mu,3.pl.2.pl.fut.neg,na-mu-ang-mak-ai,na-Σ-ang-mak-ai,na+Σ+ang+mak+ai,n a Σ a ŋ m a k ai,n a + Σ + a ŋ + m a k + ai,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak163,mu,3.pl.2.pl.fut.neg,na-mung-mak-ai,na-Σng-mak-ai,na+Σ+ng+mak+ai,n a Σ ŋ m a k ai,n a + Σ + ŋ + m a k + ai,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak164,mu,3.sg.3.sg.fut.neg,mu-ang-mak,Σ-ang-mak,Σ+ang+mak,Σ a ŋ m a k,Σ + a ŋ + m a k,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak165,mu,3.sg.3.sg.fut.neg,mung-mak,Σng-mak,Σ+ng+mak,Σ ŋ m a k,Σ + ŋ + m a k,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak166,mu,3.sg.3.pl.fut.neg,mu-ang-mak-ai,Σ-ang-mak-ai,Σ+ang+mak+ai,Σ a ŋ m a k ai,Σ + a ŋ + m a k + ai,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak167,mu,3.sg.3.pl.fut.neg,mung-mak-ai,Σng-mak-ai,Σ+ng+mak+ai,Σ ŋ m a k ai,Σ + ŋ + m a k + ai,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak168,mu,3.pl.3.sg.fut.neg,mu-ang-mak-ai,Σ-ang-mak-ai,Σ+ang+mak+ai,Σ a ŋ m a k ai,Σ + a ŋ + m a k + ai,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak169,mu,3.pl.3.pl.fut.neg,mu-ang-mak-ai,Σ-ang-mak-ai,Σ+ang+mak+ai,Σ a ŋ m a k ai,Σ + a ŋ + m a k + ai,formal,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak170,mu,3.pl.3.pl.fut.neg,mung-mak-ai,Σng-mak-ai,Σ+ng+mak+ai,Σ ŋ m a k ai,Σ + ŋ + m a k + ai,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak171,se,1.sg.nfut.aff,ka-se-ing,ka-Σ-ing,ka+Σ+ing,k a Σ i ŋ,k a + Σ + i ŋ,sociolect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak172,se,1.sg.nfut.aff,ka-se-ang,ka-Σ-ang,ka+Σ+ang,k a Σ a ŋ,k a + Σ + a ŋ,sociolect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak173,se,1.pl.excl.nfut.aff,ka-se-ung,ka-Σ-ung,ka+Σ+ung,k a Σ u ŋ,k a + Σ + u ŋ,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak174,se,1.pl.incl.nfut.aff,ka-se-mi,ka-Σ-mi,ka+Σ+mi,k a Σ m i,k a + Σ + m i,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak175,mu,1.sg.2.sg.nfut.aff,ka-na-mu-che,ka-na-Σ-che,ka+na+Σ+che,k a n a Σ tʃ e,k a + n a + Σ + tʃ e,sociolect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak176,mu,1.sg.2.sg.nfut.aff,ka-mu-che,ka-Σ-che,ka+Σ+che,k a Σ tʃ e,k a + Σ + tʃ e,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak177,mu,1.sg.2.pl.nfut.aff,ka-na-mu-chui,ka-na-Σ-chui,ka+na+Σ+chui,k a n a Σ tʃ ui,k a + n a + Σ + tʃ ui,sociolect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak178,mu,1.sg.2.pl.nfut.aff,ka-mu-chui,ka-Σ-chui,ka+Σ+chui,k a Σ tʃ ui,k a + Σ + tʃ ui,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak179,mu,1.sg.2.pl.nfut.aff,ka-mu-chei,ka-Σ-chei,ka+Σ+chei,k a Σ tʃ ei,k a + Σ + tʃ ei,dialect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak180,mu,1.pl.excl.2.sg.nfut.aff,kan-na-mu-che,kan-na-Σ-che,ka+n+na+Σ+che,k a n n a Σ tʃ e,k a + n + n a + Σ + tʃ e,unspecified,mult_exponence,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak181,mu,1.pl.excl.2.sg.nfut.aff,kan-ni-mu,kan-ni-Σ,ka+n+ni+Σ,k a n n i Σ,k a + n + n i + Σ,sociolect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak182,mu,1.pl.excl.2.pl.nfut.aff,kan-na-mu-chui,kan-na-Σ-chui,ka+n+na+Σ+chui,k a n n a Σ tʃ ui,k a + n + n a + Σ + tʃ ui,unspecified,mult_exponence,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak183,mu,1.pl.excl.2.pl.nfut.aff,kan-mu-chui,kan-Σ-chui,ka+n+Σ+chui,k a n Σ tʃ ui,k a + n + Σ + tʃ ui,sociolect_var,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak184,mu,1.pl.excl.2.pl.nfut.aff,kan-mu-chei,kan-Σ-chei,ka+n+Σ+chei,k a n Σ tʃ ei,k a + n + Σ + tʃ ei,dialect_var,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak185,mu,1.sg.3.sg.nfut.aff,ka-mu,ka-Σ,ka+Σ,k a Σ,k a + Σ,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak186,mu,1.sg.3.sg.nfut.aff,ka-mung,ka-Σng,ka+Σ+ng,k a Σ ŋ,k a + Σ + ŋ,sociolect_var,fusion; mult_exponence,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak187,mu,1.sg.3.pl.nfut.aff,ka-mu-ai,ka-Σ-ai,ka+Σ+ai,k a Σ ai,k a + Σ + ai,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak188,mu,1.pl.excl.3.sg.nfut.aff,kan-mu,kan-Σ,ka+n+Σ,k a n Σ,k a + n + Σ,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak189,mu,1.pl.incl.3.sg.nfut.aff,ni-mu,ni-Σ,ni+Σ,n i Σ,n i + Σ,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak190,mu,1.pl.excl.3.pl.nfut.aff,kan-mu-ai,kan-Σ-ai,ka+n+Σ+ai,k a n Σ ai,k a + n + Σ + ai,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak191,mu,1.pl.excl.3.pl.nfut.aff,kan-mung,kan-Σng,ka+n+Σ+ng,k a n Σ ŋ,k a + n + Σ + ŋ,sociolect_var,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak192,mu,1.pl.excl.3.pl.nfut.aff,kan-mu-ung,kan-Σ-ung,ka+n+Σ+ung,k a n Σ u ŋ,k a + n + Σ + u ŋ,sociolect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak193,mu,1.pl.incl.3.pl.nfut.aff,ni-mu-ai,ni-Σ-ai,ni+Σ+ai,n i Σ ai,n i + Σ + ai,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak194,se,2.sg.nfut.aff,ka-se-che,ka-Σ-che,ka+Σ+che,k a Σ tʃ e,k a + Σ + tʃ e,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak195,se,2.pl.nfut.aff,ka-se-chui,ka-Σ-chui,ka+Σ+chui,k a Σ tʃ ui,k a + Σ + tʃ ui,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak196,mu,2.sg.1.sg.nfut.aff,na-na-mu,na-na-Σ,na+na+Σ,n a n a Σ,n a + n a + Σ,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak197,mu,2.sg.1.sg.nfut.aff,na-mu-eng,na-Σ-eng,na+Σ+eng,n a Σ e ŋ,n a + Σ + e ŋ,sociolect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak198,mu,2.sg.1.pl.excl.nfut.aff,na-na-mu-ung,na-na-Σ-ung,na+na+Σ+ung,n a n a Σ u ŋ,n a + n a + Σ + u ŋ,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak199,mu,2.sg.1.pl.excl.nfut.aff,na-mu-ung,na-Σ-ung,na+Σ+ung,n a Σ u ŋ,n a + Σ + u ŋ,sociolect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak200,mu,2.pl.1.sg.nfut.aff,nan-na-mu,nan-na-Σ,na+n+na+Σ,n a n n a Σ,n a + n + n a + Σ,sociolect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak201,mu,2.pl.1.sg.nfut.aff,nan-mu-eng,nan-Σ-eng,na+n+Σ+eng,n a n Σ e ŋ,n a + n + Σ + e ŋ,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak202,mu,2.pl.1.pl.excl.nfut.aff,nan-mu-ung,nan-Σ-ung,na+n+Σ+ung,n a n Σ u ŋ,n a + n + Σ + u ŋ,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak203,mu,2.pl.1.pl.excl.nfut.aff,nan-na-mu-ung,nan-na-Σ-ung,nan+na+Σ+ung,n a n n a Σ u ŋ,n a n + n a + Σ + u ŋ,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak204,mu,2.pl.1.pl.excl.nfut.aff,nan-ni-mu-ung,nan-ni-Σ-ung,nan+ni+Σ+ung,n a n n i Σ u ŋ,n a n + n i + Σ + u ŋ,sociolect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak205,mu,2.sg.3.sg.nfut.aff,na-mu,na-Σ,na+Σ,n a Σ,n a + Σ,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak206,mu,2.sg.3.pl.nfut.aff,na-mu-ai,na-Σ-ai,na+Σ+ai,n a Σ ai,n a + Σ + ai,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak207,mu,2.pl.3.sg.nfut.aff,nan-mu,nan-Σ,na+n+Σ,n a n Σ,n a + n + Σ,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak208,mu,2.pl.3.pl.nfut.aff,nan-mu-ai,nan-Σ-ai,na+n+Σ+ai,n a n Σ ai,n a + n + Σ + ai,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak209,se,3.sg.nfut.aff,ka-se,ka-Σ,ka+Σ,k a Σ,k a + Σ,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak210,se,3.pl.nfut.aff,ka-se-ai,ka-Σ-ai,ka+Σ+ai,k a Σ ai,k a + Σ + ai,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak211,mu,3.sg.1.sg.nfut.aff,a-na-mu,a-na-Σ,a+na+Σ,a n a Σ,a + n a + Σ,sociolect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak212,mu,3.sg.1.sg.nfut.aff,a-ni-mu,a-ni-Σ,a+ni+Σ,a n i Σ,a + n i + Σ,sociolect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak213,mu,3.sg.1.pl.excl.nfut.aff,a-na-mu-ung,a-na-Σ-ung,a+na+Σ+ung,a n a Σ u ŋ,a + n a + Σ + u ŋ,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak214,mu,3.sg.1.pl.excl.nfut.aff,a-ni-mu,a-ni-Σ,a+ni+Σ,a n i Σ,a + n i + Σ,dialect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak215,mu,3.sg.1.pl.incl.nfut.aff,a-na-mu-mi,a-na-Σ-mi,a+na+Σ+mi,a n a Σ m i,a + n a + Σ + m i,sociolect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak216,mu,3.sg.1.pl.incl.nfut.aff,a-na-mu-me,a-na-Σ-me,a+na+Σ+me,a n a Σ m e,a + n a + Σ + m e,sociolect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak217,mu,3.sg.1.pl.incl.nfut.aff,a-ni-mu,a-ni-Σ,a+ni+Σ,a n i Σ,a + n i + Σ,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak218,mu,3.pl.1.sg.nfut.aff,in-na-mu,in-na-Σ,i+n+na+Σ,i n n a Σ,i + n + n a + Σ,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak219,mu,3.pl.1.sg.nfut.aff,an-ni-mu,an-ni-Σ,a+n+ni+Σ,a n n i Σ,a + n + n i + Σ,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak220,mu,3.pl.1.pl.excl.nfut.aff,in-na-mu-ung,in-na-Σ-ung,i+n+na+Σ+ung,i n n a Σ u ŋ,i + n + n a + Σ + u ŋ,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak221,mu,3.pl.1.pl.excl.nfut.aff,an-na-mu-ung,an-na-Σ-ung,a+n+na+Σ+ung,a n n a Σ u ŋ,a + n + n a + Σ + u ŋ,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak222,mu,3.pl.1.pl.excl.nfut.aff,an-mung,an-Σng,a+n+Σ+ng,a n Σ ŋ,a + n + Σ + ŋ,informal,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak223,mu,3.pl.1.pl.excl.nfut.aff,an-ni-mu,an-ni-Σ,a+n+ni+Σ,a n n i Σ,a + n + n i + Σ,dialect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak224,mu,3.pl.1.pl.incl.nfut.aff,in-na-mu-mi,in-na-Σ-mi,i+n+na+Σ+mi,i n n a Σ m i,i + n + n a + Σ + m i,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak225,mu,3.pl.1.pl.incl.nfut.aff,an-na-mu-mi,an-na-Σ-mi,a+n+na+Σ+mi,a n n a Σ m i,a + n + n a + Σ + m i,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak226,mu,3.pl.1.pl.incl.nfut.aff,an-mu-ung,an-Σ-ung,a+n+Σ+ung,a n Σ u ŋ,a + n + Σ + u ŋ,dialect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak227,mu,3.sg.2.sg.nfut.aff,a-na-mu-che,a-na-Σ-che,a+na+Σ+che,a n a Σ tʃ e,a + n a + Σ + tʃ e,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak228,mu,3.sg.2.sg.nfut.aff,a-ni-mu,a-ni-Σ,a+ni+Σ,a n i Σ,a + n i + Σ,sociolect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak229,mu,3.sg.2.pl.nfut.aff,a-na-mu-chui,a-na-Σ-chui,a+na+Σ+chui,a n a Σ tʃ ui,a + n a + Σ + tʃ ui,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak230,mu,3.sg.2.pl.nfut.aff,a-ni-mung,a-ni-Σng,a+ni+Σ+ng,a n i Σ ŋ,a + n i + Σ + ŋ,dialect_var,fusion,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak231,mu,3.pl.2.sg.nfut.aff,an-na-mu-che,an-na-Σ-che,a+n+na+Σ+che,a n n a Σ tʃ e,a + n + n a + Σ + tʃ e,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak232,mu,3.pl.2.sg.nfut.aff,an-mu-che,an-Σ-che,a+n+Σ+che,a n Σ tʃ e,a + n + Σ + tʃ e,sociolect_var,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
komnungthangtampak233,mu,3.pl.2.pl.nfut.aff,an-na-mu-chui,an-na-Σ-chui,a+n+na+Σ+chui,a n n a Σ tʃ ui,a + n + n a + Σ + tʃ ui,unspecified,,Kanshouwa2026NungthangtampakKom,nopage,komnungthangtampak
